Sku,WebSku,ProdReference,Size,Capacity,ColorDesc1,ColorHex1,ColorDesc2,ColorHex2,ColorCode,OptionalImage1,OptionalImage2,YourPrice,MinQt1,Price1,MinQt2,Price2,MinQt3,Price3,MinQt4,Price4,MinQt5,Price5,MinQt6,Price6,MinQt7,Price7,MinQt8,Price8,MinQt9,Price9,MinQt10,Price10
92904-119,92904-119,92904,,,Verde claro,#C0E000,,,119,92904_119.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
92904-124,92904-124,92904,,,Azul claro,#58B2FF,,,124,92904_124.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
92904-128,92904-128,92904,,,Laranja,#EF941B,,,128,92904_128.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
92904-132,92904-132,92904,,,Roxo,#7A138C,,,132,92904_132.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
92910-102,92910-102,92910,,,Rosa,#F4007E,,,102,92910_102.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-103,92910-103,92910,,,Preto,#000000,,,103,92910_103.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-105,92910-105,92910,,,Vermelho,#DD2A34,,,105,92910_105.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-106,92910-106,92910,,,Branco,#FFFFFF,,,106,92910_106.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-108,92910-108,92910,,,Amarelo,#F4E745,,,108,92910_108.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-109,92910-109,92910,,,Verde,#51A637,,,109,92910_109.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-114,92910-114,92910,,,Azul royal,#3C53A0,,,114,92910_114.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-119,92910-119,92910,,,Verde claro,#C0E000,,,119,92910_119.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-123,92910-123,92910,,,Cinza claro,#CCCCCC,,,123,92910_123.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-124,92910-124,92910,,,Azul claro,#58B2FF,,,124,92910_124.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-128,92910-128,92910,,,Laranja,#EF941B,,,128,92910_128.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-132,92910-132,92910,,,Roxo,#7A138C,,,132,92910_132.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92910-134,92910-134,92910,,,Azul marinho,#344f6a,,,134,92910_134.jpg,,,1.0,3.7,255.0,3.63,1050.0,3.59,2550.0,3.55,5100.0,3.5,,,,,,,,,,
92912-105,92912-105,92912,,,Vermelho,#DD2A34,,,105,92912_105.jpg,,,1.0,8.5,105.0,8.33,510.0,8.2,1050.0,8.08,2550.0,7.9,,,,,,,,,,
92912-106,92912-106,92912,,,Branco,#FFFFFF,,,106,92912_106.jpg,,,1.0,8.5,105.0,8.33,510.0,8.2,1050.0,8.08,2550.0,7.9,,,,,,,,,,
92912-108,92912-108,92912,,,Amarelo,#F4E745,,,108,92912_108.jpg,,,1.0,8.5,105.0,8.33,510.0,8.2,1050.0,8.08,2550.0,7.9,,,,,,,,,,
92912-114,92912-114,92912,,,Azul royal,#3C53A0,,,114,92912_114.jpg,,,1.0,8.5,105.0,8.33,510.0,8.2,1050.0,8.08,2550.0,7.9,,,,,,,,,,
92912-119,92912-119,92912,,,Verde claro,#C0E000,,,119,92912_119.jpg,,,1.0,8.5,105.0,8.33,510.0,8.2,1050.0,8.08,2550.0,7.9,,,,,,,,,,
92913-103,92913-103,92913,,,Preto,#000000,,,103,92913_103.jpg,,,1.0,13.5,50.0,13.23,255.0,13.03,510.0,12.83,2550.0,12.5,,,,,,,,,,
92913-109,92913-109,92913,,,Verde,#51A637,,,109,92913_109.jpg,,,1.0,13.5,50.0,13.23,255.0,13.03,510.0,12.83,2550.0,12.5,,,,,,,,,,
92913-134,92913-134,92913,,,Azul marinho,#344f6a,,,134,92913_134.jpg,,,1.0,13.5,50.0,13.23,255.0,13.03,510.0,12.83,2550.0,12.5,,,,,,,,,,
92914-105,92914-105,92914,,,Vermelho,#DD2A34,,,105,92914_105.jpg,,5.9,1.0,5.9,,,,,,,,,,,,,,,,,,
92914-106,92914-106,92914,,,Branco,#FFFFFF,,,106,92914_106.jpg,,5.9,1.0,5.9,,,,,,,,,,,,,,,,,,
92914-114,92914-114,92914,,,Azul royal,#3C53A0,,,114,92914_114.jpg,,5.9,1.0,5.9,,,,,,,,,,,,,,,,,,
92916-105,92916-105,92916,,,Vermelho,#DD2A34,,,105,92916_105.jpg,,,1.0,2.35,282.0,2.29,1202.0,2.25,3002.0,2.22,6002.0,2.2,,,,,,,,,,
92917-150,92917-150,92917,,,Natural claro,#CCAA92,,,150,92917_150.jpg,,,1.0,2.4,255.0,2.38,2550.0,2.34,5100.0,2.3,10100.0,2.25,,,,,,,,,,
92918-103,92918-103,92918,,,Preto,#000000,,,103,92918_103.jpg,,,1.0,1.25,510.0,1.23,2550.0,1.21,5100.0,1.18,10100.0,1.15,,,,,,,,,,
92919-160,92919-160,92919,,,Natural,#BB8B64,,,160,92919_160.jpg,,,1.0,12.5,50.0,12.31,255.0,12.13,510.0,11.81,2550.0,11.5,,,,,,,,,,
92920-103,92920-103,92920,,,Preto,#000000,,,103,92920_103.jpg,,,1.0,6.8,105.0,6.66,510.0,6.56,1050.0,6.46,5100.0,6.3,,,,,,,,,,
92920-104,92920-104,92920,,,Azul,#1F3C75,,,104,92920_104.jpg,,,1.0,6.8,105.0,6.66,510.0,6.56,1050.0,6.46,5100.0,6.3,,,,,,,,,,
92920-105,92920-105,92920,,,Vermelho,#DD2A34,,,105,92920_105.jpg,,,1.0,6.8,105.0,6.66,510.0,6.56,1050.0,6.46,5100.0,6.3,,,,,,,,,,
92920-160,92920-160,92920,,,Natural,#BB8B64,,,160,92920_160.jpg,,,1.0,6.8,105.0,6.66,510.0,6.56,1050.0,6.46,5100.0,6.3,,,,,,,,,,
92922-150,92922-150,92922,,,Natural claro,#CCAA92,,,150,92922_150.jpg,,,1.0,12.5,50.0,12.31,255.0,12.13,510.0,11.81,2550.0,11.5,,,,,,,,,,
92925-105,92925-105,92925,,,Vermelho,#DD2A34,,,105,92925_105.jpg,,2.99,1.0,2.99,,,,,,,,,,,,,,,,,,
92926-150,92926-150,92926,,,Natural claro,#CCAA92,,,150,92926_150.jpg,,,1.0,21.0,50.0,20.58,255.0,20.27,510.0,19.95,1050.0,19.5,,,,,,,,,,
92927-150,92927-150,92927,,,Natural claro,#CCAA92,,,150,92927_150.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
92928-103,92928-103,92928,,,Preto,#000000,,,103,92928_103.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
92928-104,92928-104,92928,,,Azul,#1F3C75,,,104,92928_104.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
92928-105,92928-105,92928,,,Vermelho,#DD2A34,,,105,92928_105.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
92928-160,92928-160,92928,,,Natural,#BB8B64,,,160,92928_160.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
92929-103,92929-103,92929,,,Preto,#000000,,,103,92929_103.jpg,,,1.0,7.2,105.0,7.06,510.0,6.95,1050.0,6.84,2550.0,6.7,,,,,,,,,,
92929-105,92929-105,92929,,,Vermelho,#DD2A34,,,105,92929_105.jpg,,,1.0,7.2,105.0,7.06,510.0,6.95,1050.0,6.84,2550.0,6.7,,,,,,,,,,
92929-106,92929-106,92929,,,Branco,#FFFFFF,,,106,92929_106.jpg,,,1.0,7.2,105.0,7.06,510.0,6.95,1050.0,6.84,2550.0,6.7,,,,,,,,,,
92929-109,92929-109,92929,,,Verde,#51A637,,,109,92929_109.jpg,,,1.0,7.2,105.0,7.06,510.0,6.95,1050.0,6.84,2550.0,6.7,,,,,,,,,,
92929-114,92929-114,92929,,,Azul royal,#3C53A0,,,114,92929_114.jpg,,,1.0,7.2,105.0,7.06,510.0,6.95,1050.0,6.84,2550.0,6.7,,,,,,,,,,
92929-124,92929-124,92929,,,Azul claro,#58B2FF,,,124,92929_124.jpg,,,1.0,7.2,105.0,7.06,510.0,6.95,1050.0,6.84,2550.0,6.7,,,,,,,,,,
92929-128,92929-128,92929,,,Laranja,#EF941B,,,128,92929_128.jpg,,,1.0,7.2,105.0,7.06,510.0,6.95,1050.0,6.84,2550.0,6.7,,,,,,,,,,
92930-103,92930-103,92930,,,Preto,#000000,,,103,92930_103.jpg,,,1.0,8.3,105.0,8.13,510.0,8.01,1050.0,7.89,2550.0,7.7,,,,,,,,,,
92930-105,92930-105,92930,,,Vermelho,#DD2A34,,,105,92930_105.jpg,,,1.0,8.3,105.0,8.13,510.0,8.01,1050.0,7.89,2550.0,7.7,,,,,,,,,,
92930-106,92930-106,92930,,,Branco,#FFFFFF,,,106,92930_106.jpg,,,1.0,8.3,105.0,8.13,510.0,8.01,1050.0,7.89,2550.0,7.7,,,,,,,,,,
92930-114,92930-114,92930,,,Azul royal,#3C53A0,,,114,92930_114.jpg,,,1.0,8.3,105.0,8.13,510.0,8.01,1050.0,7.89,2550.0,7.7,,,,,,,,,,
92930-119,92930-119,92930,,,Verde claro,#C0E000,,,119,92930_119.jpg,,,1.0,8.3,105.0,8.13,510.0,8.01,1050.0,7.89,2550.0,7.7,,,,,,,,,,
92930-128,92930-128,92930,,,Laranja,#EF941B,,,128,92930_128.jpg,,,1.0,8.3,105.0,8.13,510.0,8.01,1050.0,7.89,2550.0,7.7,,,,,,,,,,
92931-103,92931-103,92931,,,Preto,#000000,,,103,92931_103.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92931-105,92931-105,92931,,,Vermelho,#DD2A34,,,105,92931_105.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92931-106,92931-106,92931,,,Branco,#FFFFFF,,,106,92931_106.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92931-109,92931-109,92931,,,Verde,#51A637,,,109,92931_109.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92931-114,92931-114,92931,,,Azul royal,#3C53A0,,,114,92931_114.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92931-119,92931-119,92931,,,Verde claro,#C0E000,,,119,92931_119.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92931-124,92931-124,92931,,,Azul claro,#58B2FF,,,124,92931_124.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92931-128,92931-128,92931,,,Laranja,#EF941B,,,128,92931_128.jpg,,,1.0,5.2,255.0,5.1,1050.0,5.02,2550.0,4.94,5100.0,4.85,,,,,,,,,,
92932-160,92932-160,92932,,,Natural,#BB8B64,,,160,92932_160.jpg,,5.9,1.0,5.9,,,,,,,,,,,,,,,,,,
92933-160,92933-160,92933,,,Natural,#BB8B64,,,160,92933_160.jpg,,5.9,1.0,5.9,,,,,,,,,,,,,,,,,,
92934-106,92934-106,92934,,,Branco,#FFFFFF,,,106,92934_106.jpg,,4.9,1.0,4.9,,,,,,,,,,,,,,,,,,
92935-150,92935-150,92935,,,Natural claro,#CCAA92,,,150,92935_150.jpg,,4.9,1.0,4.9,,,,,,,,,,,,,,,,,,
92936-103,92936-103,92936,,,Preto,#000000,,,103,92936_103.jpg,,,1.0,9.5,105.0,9.31,510.0,9.17,1050.0,9.03,2550.0,8.8,,,,,,,,,,
92936-104,92936-104,92936,,,Azul,#1F3C75,,,104,92936_104.jpg,,,1.0,9.5,105.0,9.31,510.0,9.17,1050.0,9.03,2550.0,8.8,,,,,,,,,,
92936-105,92936-105,92936,,,Vermelho,#DD2A34,,,105,92936_105.jpg,,,1.0,9.5,105.0,9.31,510.0,9.17,1050.0,9.03,2550.0,8.8,,,,,,,,,,
92936-160,92936-160,92936,,,Natural,#BB8B64,,,160,92936_160.jpg,,,1.0,9.5,105.0,9.31,510.0,9.17,1050.0,9.03,2550.0,8.8,,,,,,,,,,
92937-160,92937-160,92937,,,Natural,#BB8B64,,,160,92937_160.jpg,,12.9,1.0,12.9,,,,,,,,,,,,,,,,,,
92938-160,92938-160,92938,,7 L,Natural,#BB8B64,,,160,92938_160.jpg,,,1.0,49.0,25.0,48.02,105.0,47.29,255.0,46.55,510.0,45.5,,,,,,,,,,
92998-106,92998-106,92998,,,Branco,#FFFFFF,,,106,92998_106.jpg,,,1.0,7.3,105.0,7.15,510.0,7.04,1050.0,6.94,2550.0,6.8,,,,,,,,,,
92998-134,92998-134,92998,,,Azul marinho,#344f6a,,,134,92998_134.jpg,,,1.0,7.3,105.0,7.15,510.0,7.04,1050.0,6.94,2550.0,6.8,,,,,,,,,,
93077-103,93077-103,93077,,,Preto,#000000,,,103,93077_103.jpg,,,1.0,5.6,255.0,5.49,1050.0,5.4,2550.0,5.32,5100.0,5.2,,,,,,,,,,
93077-104,93077-104,93077,,,Azul,#1F3C75,,,104,93077_104.jpg,,,1.0,5.6,255.0,5.49,1050.0,5.4,2550.0,5.32,5100.0,5.2,,,,,,,,,,
93077-105,93077-105,93077,,,Vermelho,#DD2A34,,,105,93077_105.jpg,,,1.0,5.6,255.0,5.49,1050.0,5.4,2550.0,5.32,5100.0,5.2,,,,,,,,,,
93077-119,93077-119,93077,,,Verde claro,#C0E000,,,119,93077_119.jpg,,,1.0,5.6,255.0,5.49,1050.0,5.4,2550.0,5.32,5100.0,5.2,,,,,,,,,,
93077-128,93077-128,93077,,,Laranja,#EF941B,,,128,93077_128.jpg,,,1.0,5.6,255.0,5.49,1050.0,5.4,2550.0,5.32,5100.0,5.2,,,,,,,,,,
93084-103,93084-103,93084,,,Preto,#000000,,,103,93084_103.jpg,,,1.0,5.8,255.0,5.68,1050.0,5.6,2550.0,5.51,5100.0,5.4,,,,,,,,,,
93084-107,93084-107,93084,,,Cromado,#d1ced1,,,107,93084_107.jpg,,,1.0,5.8,255.0,5.68,1050.0,5.6,2550.0,5.51,5100.0,5.4,,,,,,,,,,
93124-128,93124-128,93124,,,Laranja,#EF941B,,,128,93124_128.jpg,,1.17,1.0,1.17,,,,,,,,,,,,,,,,,,
93141-105,93141-105,93141,,,Vermelho,#DD2A34,,,105,93141_105.jpg,,2.925,1.0,2.925,,,,,,,,,,,,,,,,,,
93143-113,93143-113,93143,,,Cinza,#999999,,,113,93143_113.jpg,,,1.0,7.4,105.0,7.25,510.0,7.14,1050.0,7.03,2550.0,6.9,,,,,,,,,,
93143-114,93143-114,93143,,,Azul royal,#3C53A0,,,114,93143_114.jpg,,,1.0,7.4,105.0,7.25,510.0,7.14,1050.0,7.03,2550.0,6.9,,,,,,,,,,
93143-128,93143-128,93143,,,Laranja,#EF941B,,,128,93143_128.jpg,,,1.0,7.4,105.0,7.25,510.0,7.14,1050.0,7.03,2550.0,6.9,,,,,,,,,,
93145-160,93145-160,93145,,,Natural,#BB8B64,,,160,93145_160.jpg,,4.9,1.0,4.9,,,,,,,,,,,,,,,,,,
93151-103,93151-103,93151,,,Preto,#000000,,,103,93151_103.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-105,93151-105,93151,,,Vermelho,#DD2A34,,,105,93151_105.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-107,93151-107,93151,,,Cromado,#d1ced1,,,107,93151_107.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-108,93151-108,93151,,,Amarelo,#F4E745,,,108,93151_108.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-109,93151-109,93151,,,Verde,#51A637,,,109,93151_109.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-114,93151-114,93151,,,Azul royal,#3C53A0,,,114,93151_114.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-127,93151-127,93151,,,Cromado satinado,#868686,,,127,93151_127.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-128,93151-128,93151,,,Laranja,#EF941B,,,128,93151_128.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93151-147,93151-147,93151,,,Chumbo,#534945,,,147,93151_147.jpg,,,1.0,0.88,1050.0,0.87,2550.0,0.86,5100.0,0.84,10100.0,0.83,,,,,,,,,,
93155-103,93155-103,93155,,,Preto,#000000,,,103,93155_103.jpg,,,1.0,5.8,137.0,5.65,552.0,5.53,1452.0,5.44,3002.0,5.4,,,,,,,,,,
93156-103,93156-103,93156,,,Preto,#000000,,,103,93156_103.jpg,,,1.0,7.4,105.0,7.25,510.0,7.14,1050.0,7.03,2550.0,6.9,,,,,,,,,,
93158-127,93158-127,93158,,,Cromado satinado,#868686,,,127,93158_127.jpg,,,1.0,4.9,255.0,4.83,1050.0,4.75,2550.0,4.63,5100.0,4.5,,,,,,,,,,
93159-127,93159-127,93159,,,Cromado satinado,#868686,,,127,93159_127.jpg,,,1.0,1.35,510.0,1.32,2550.0,1.3,5100.0,1.28,10100.0,1.25,,,,,,,,,,
93165-127,93165-127,93165,,,Cromado satinado,#868686,,,127,93165_127.jpg,,,1.0,1.35,510.0,1.32,2550.0,1.3,5100.0,1.28,10100.0,1.25,,,,,,,,,,
93167-127,93167-127,93167,,,Cromado satinado,#868686,,,127,93167_127.jpg,,,1.0,1.25,510.0,1.23,2550.0,1.21,5100.0,1.18,10100.0,1.15,,,,,,,,,,
93171-103,93171-103,93171,,,Preto,#000000,,,103,93171_103.jpg,,,1.0,7.8,105.0,7.64,510.0,7.53,1050.0,7.41,2550.0,7.25,,,,,,,,,,
93172-101,93172-101,93172,,,Marron,#603813,,,101,93172_101.jpg,,,1.0,7.4,105.0,7.25,510.0,7.14,1050.0,7.03,2550.0,6.9,,,,,,,,,,
93254-119,93254-119,93254,,,Verde claro,#C0E000,,,119,93254_119.jpg,,0.45,1.0,0.45,,,,,,,,,,,,,,,,,,
93260-123,93260-123,93260,,,Cinza claro,#CCCCCC,,,123,93260_123.jpg,,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,
93264-103,93264-103,93264,,,Preto,#000000,,,103,93264_103.jpg,,,1.0,1.25,510.0,1.23,2550.0,1.21,5100.0,1.18,10100.0,1.15,,,,,,,,,,
93264-105,93264-105,93264,,,Vermelho,#DD2A34,,,105,93264_105.jpg,,,1.0,1.25,510.0,1.23,2550.0,1.21,5100.0,1.18,10100.0,1.15,,,,,,,,,,
93264-106,93264-106,93264,,,Branco,#FFFFFF,,,106,93264_106.jpg,,,1.0,1.25,510.0,1.23,2550.0,1.21,5100.0,1.18,10100.0,1.15,,,,,,,,,,
93264-114,93264-114,93264,,,Azul royal,#3C53A0,,,114,93264_114.jpg,,,1.0,1.25,510.0,1.23,2550.0,1.21,5100.0,1.18,10100.0,1.15,,,,,,,,,,
93264-127,93264-127,93264,,,Cromado satinado,#868686,,,127,93264_127.jpg,,,1.0,1.25,510.0,1.23,2550.0,1.21,5100.0,1.18,10100.0,1.15,,,,,,,,,,
93265-103,93265-103,93265,,,Preto,#000000,,,103,93265_103.jpg,,,1.0,4.5,255.0,4.41,1050.0,4.34,2550.0,4.28,5100.0,4.2,,,,,,,,,,
93265-104,93265-104,93265,,,Azul,#1F3C75,,,104,93265_104.jpg,,,1.0,4.5,255.0,4.41,1050.0,4.34,2550.0,4.28,5100.0,4.2,,,,,,,,,,
93265-106,93265-106,93265,,,Branco,#FFFFFF,,,106,93265_106.jpg,,,1.0,4.5,255.0,4.41,1050.0,4.34,2550.0,4.28,5100.0,4.2,,,,,,,,,,
93267-109,93267-109,93267,,,Verde,#51A637,,,109,93267_109.jpg,,4.99,1.0,4.99,,,,,,,,,,,,,,,,,,
93267-114,93267-114,93267,,,Azul royal,#3C53A0,,,114,93267_114.jpg,,4.99,1.0,4.99,,,,,,,,,,,,,,,,,,
93267-127,93267-127,93267,,,Cromado satinado,#868686,,,127,93267_127.jpg,,4.99,1.0,4.99,,,,,,,,,,,,,,,,,,
93267-147,93267-147,93267,,,Chumbo,#534945,,,147,93267_147.jpg,,4.99,1.0,4.99,,,,,,,,,,,,,,,,,,
93270-103,93270-103,93270,,,Preto,#000000,,,103,93270_103.jpg,,,1.0,13.9,50.0,13.62,255.0,13.41,510.0,13.21,2550.0,12.9,,,,,,,,,,
93270-160,93270-160,93270,,,Natural,#BB8B64,,,160,93270_160.jpg,,,1.0,13.9,50.0,13.62,255.0,13.41,510.0,13.21,2550.0,12.9,,,,,,,,,,
93271-103,93271-103,93271,,,Preto,#000000,,,103,93271_103.jpg,,,1.0,14.9,50.0,14.6,255.0,14.38,510.0,14.16,2550.0,13.9,,,,,,,,,,
93271-106,93271-106,93271,,,Branco,#FFFFFF,,,106,93271_106.jpg,,,1.0,14.9,50.0,14.6,255.0,14.38,510.0,14.16,2550.0,13.9,,,,,,,,,,
93280-103,93280-103,93280,,,Preto,#000000,,,103,93280_103.jpg,,,1.0,11.5,105.0,11.27,510.0,11.1,1050.0,10.93,2550.0,10.7,,,,,,,,,,
93281-160,93281-160,93281,,,Natural,#BB8B64,,,160,93281_160.jpg,,,1.0,18.9,50.0,18.52,255.0,18.24,510.0,17.96,1050.0,17.5,,,,,,,,,,
93282-106,93282-106,93282,,,Branco,#FFFFFF,,,106,93282_106.jpg,,,1.0,2.1,510.0,2.06,2550.0,2.03,5100.0,2.0,10100.0,1.95,,,,,,,,,,
93283-103,93283-103,93283,,,Preto,#000000,,,103,93283_103.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
93283-104,93283-104,93283,,,Azul,#1F3C75,,,104,93283_104.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
93283-106,93283-106,93283,,,Branco,#FFFFFF,,,106,93283_106.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
93284-103,93284-103,93284,,,Preto,#000000,,,103,93284_103.jpg,,,1.0,21.0,50.0,20.58,255.0,20.27,510.0,19.95,1050.0,19.5,,,,,,,,,,
93284-106,93284-106,93284,,,Branco,#FFFFFF,,,106,93284_106.jpg,,,1.0,21.0,50.0,20.58,255.0,20.27,510.0,19.95,1050.0,19.5,,,,,,,,,,
93285-103,93285-103,93285,,,Preto,#000000,,,103,93285_103.jpg,,,1.0,9.4,105.0,9.21,510.0,9.07,1050.0,8.93,2550.0,8.7,,,,,,,,,,
93286-160,93286-160,93286,,,Natural,#BB8B64,,,160,93286_160.jpg,,,1.0,21.0,50.0,20.58,255.0,20.27,510.0,19.95,1050.0,19.5,,,,,,,,,,
93297-102,93297-102,93297,,,Rosa,#F4007E,,,102,93297_102.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-103,93297-103,93297,,,Preto,#000000,,,103,93297_103.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-104,93297-104,93297,,,Azul,#1F3C75,,,104,93297_104.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-105,93297-105,93297,,,Vermelho,#DD2A34,,,105,93297_105.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-113,93297-113,93297,,,Cinza,#999999,,,113,93297_113.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-114,93297-114,93297,,,Azul royal,#3C53A0,,,114,93297_114.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-116,93297-116,93297,,,Branco pastel,#F6F4E5,,,116,93297_116.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-119,93297-119,93297,,,Verde claro,#C0E000,,,119,93297_119.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-128,93297-128,93297,,,Laranja,#EF941B,,,128,93297_128.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93297-129,93297-129,93297,,,Verde escuro,#068740,,,129,93297_129.jpg,,,1.0,12.9,50.0,12.71,255.0,12.51,510.0,12.19,2550.0,11.9,,,,,,,,,,
93308-103,93308-103,93308,,,Preto,#000000,,,103,93308_103.jpg,,,1.0,10.5,105.0,10.29,510.0,10.13,1050.0,9.98,2550.0,9.8,,,,,,,,,,
93314-123,93314-123,93314,,,Cinza claro,#CCCCCC,,,123,93314_123.jpg,,19.9,1.0,19.9,,,,,,,,,,,,,,,,,,
93315-123,93315-123,93315,,,Cinza claro,#CCCCCC,,,123,93315_123.jpg,,,1.0,37.0,25.0,36.26,105.0,35.71,255.0,35.15,510.0,34.5,,,,,,,,,,
93320-103,93320-103,93320,,,Preto,#000000,,,103,93320_103.jpg,,,1.0,1.5,510.0,1.47,2550.0,1.45,5100.0,1.43,10100.0,1.4,,,,,,,,,,
93320-105,93320-105,93320,,,Vermelho,#DD2A34,,,105,93320_105.jpg,,,1.0,1.5,510.0,1.47,2550.0,1.45,5100.0,1.43,10100.0,1.4,,,,,,,,,,
93320-106,93320-106,93320,,,Branco,#FFFFFF,,,106,93320_106.jpg,,,1.0,1.5,510.0,1.47,2550.0,1.45,5100.0,1.43,10100.0,1.4,,,,,,,,,,
93320-114,93320-114,93320,,,Azul royal,#3C53A0,,,114,93320_114.jpg,,,1.0,1.5,510.0,1.47,2550.0,1.45,5100.0,1.43,10100.0,1.4,,,,,,,,,,
93320-119,93320-119,93320,,,Verde claro,#C0E000,,,119,93320_119.jpg,,,1.0,1.5,510.0,1.47,2550.0,1.45,5100.0,1.43,10100.0,1.4,,,,,,,,,,
93320-124,93320-124,93320,,,Azul claro,#58B2FF,,,124,93320_124.jpg,,,1.0,1.5,510.0,1.47,2550.0,1.45,5100.0,1.43,10100.0,1.4,,,,,,,,,,
