Sku,WebSku,ProdReference,Size,Capacity,ColorDesc1,ColorHex1,ColorDesc2,ColorHex2,ColorCode,OptionalImage1,OptionalImage2,YourPrice,MinQt1,Price1,MinQt2,Price2,MinQt3,Price3,MinQt4,Price4,MinQt5,Price5,MinQt6,Price6,MinQt7,Price7,MinQt8,Price8,MinQt9,Price9,MinQt10,Price10
11103-103,11103-103,11103,,,Preto,#000000,,,103,11103_103.jpg,,0.342,1.0,0.342,,,,,,,,,,,,,,,,,,
11104-105,11104-105,11104,,,Vermelho,#DD2A34,,,105,11104_105.jpg,,32.9,1.0,32.9,,,,,,,,,,,,,,,,,,
11106-105,11106-105,11106,,,Vermelho,#DD2A34,,,105,11106_105.jpg,,10.9,1.0,10.9,,,,,,,,,,,,,,,,,,
11107-106,11107-106,11107,,,Branco,#FFFFFF,,,106,11107_106.jpg,,24.9,1.0,24.9,,,,,,,,,,,,,,,,,,
11109-114,11109-114,11109,,,Azul royal,#3C53A0,,,114,11109_114.jpg,,39.9,1.0,39.9,,,,,,,,,,,,,,,,,,
11110-105,11110-105,11110,,,Vermelho,#DD2A34,,,105,11110_105.jpg,,1.99,1.0,1.99,,,,,,,,,,,,,,,,,,
11112-104,11112-104,11112,,26 L,Azul,#1F3C75,,,104,11112_104.jpg,,69.9,1.0,69.9,,,,,,,,,,,,,,,,,,
11112-115,11112-115,11112,,26 L,Bordô,#801710,,,115,11112_115.jpg,,69.9,1.0,69.9,,,,,,,,,,,,,,,,,,
11113-114,11113-114,11113,,16 L,Azul royal,#3C53A0,,,114,11113_114.jpg,,29.9,1.0,29.9,,,,,,,,,,,,,,,,,,
11114-119,11114-119,11114,,15 L,Verde claro,#C0E000,,,119,11114_119.jpg,,19.9,1.0,19.9,,,,,,,,,,,,,,,,,,
11116-119,11116-119,11116,,17 L,Verde claro,#C0E000,,,119,11116_119.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
11116-128,11116-128,11116,,17 L,Laranja,#EF941B,,,128,,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
11117-119,11117-119,11117,,,Verde claro,#C0E000,,,119,11117_119.jpg,,5.148,1.0,5.148,,,,,,,,,,,,,,,,,,
11117-128,11117-128,11117,,,Laranja,#EF941B,,,128,,,5.148,1.0,5.148,,,,,,,,,,,,,,,,,,
11118-105,11118-105,11118,,10 L,Vermelho,#DD2A34,,,105,11118_105.jpg,,44.9,1.0,44.9,,,,,,,,,,,,,,,,,,
11123-115,11123-115,11123,,,Bordô,#801710,,,115,11123_115.jpg,,0.99,1.0,0.99,,,,,,,,,,,,,,,,,,
11125-109,11125-109,11125,,,Verde,#51A637,,,109,11125_109.jpg,,3.9,1.0,3.9,,,,,,,,,,,,,,,,,,
11128-105,11128-105,11128,,610 mL,Vermelho,#DD2A34,,,105,11128_105.jpg,,5.9,1.0,5.9,,,,,,,,,,,,,,,,,,
11128-119,11128-119,11128,,610 mL,Verde claro,#C0E000,,,119,11128_119.jpg,,5.9,1.0,5.9,,,,,,,,,,,,,,,,,,
11129-104,11129-104,11129,,,Azul,#1F3C75,,,104,11129_104.jpg,,1.99,1.0,1.99,,,,,,,,,,,,,,,,,,
11130-114,11130-114,11130,,790 mL,Azul royal,#3C53A0,,,114,11130_114.jpg,,10.9,1.0,10.9,,,,,,,,,,,,,,,,,,
11131-103,11131-103,11131,,,Preto,#000000,,,103,11131_103.jpg,,1.99,1.0,1.99,,,,,,,,,,,,,,,,,,
11132-112,11132-112,11132,,,Rosa claro,#EC86A8,,,112,11132_112.jpg,,0.99,1.0,0.99,,,,,,,,,,,,,,,,,,
11133-104,11133-104,11133,,,Azul,#1F3C75,,,104,11133_104.jpg,,39.9,1.0,39.9,,,,,,,,,,,,,,,,,,
11136-105,11136-105,11136,,10 L,Vermelho,#DD2A34,,,105,11136_105.jpg,,19.9,1.0,19.9,,,,,,,,,,,,,,,,,,
11138-119,11138-119,11138,,9 L,Verde claro,#C0E000,,,119,,,14.7,1.0,14.7,,,,,,,,,,,,,,,,,,
11139-109,11139-109,11139,,30 L,Verde,#51A637,,,109,11139_109.jpg,,49.9,1.0,49.9,,,,,,,,,,,,,,,,,,
11140-109,11140-109,11140,,,Verde,#51A637,,,109,11140_109.jpg,,0.648,1.0,0.648,,,,,,,,,,,,,,,,,,
11142-103,11142-103,11142,,,Preto,#000000,,,103,11142_103.jpg,,15.9,1.0,15.9,,,,,,,,,,,,,,,,,,
11143-105,11143-105,11143,,,Vermelho,#DD2A34,,,105,11143_105.jpg,,0.9,1.0,0.9,,,,,,,,,,,,,,,,,,
11144-105,11144-105,11144,,,Vermelho,#DD2A34,,,105,11144_105.jpg,,9.9,1.0,9.9,,,,,,,,,,,,,,,,,,
22900-103,22900-103,22900,,,Preto,#000000,,,103,22900_103.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-104,22900-104,22900,,,Azul,#1F3C75,,,104,22900_104.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-105,22900-105,22900,,,Vermelho,#DD2A34,,,105,22900_105.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-106,22900-106,22900,,,Branco,#FFFFFF,,,106,22900_106.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-108,22900-108,22900,,,Amarelo,#F4E745,,,108,22900_108.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-109,22900-109,22900,,,Verde,#51A637,,,109,22900_109.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-114,22900-114,22900,,,Azul royal,#3C53A0,,,114,22900_114.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-119,22900-119,22900,,,Verde claro,#C0E000,,,119,22900_119.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22900-128,22900-128,22900,,,Laranja,#EF941B,,,128,22900_128.jpg,,,1.0,1.79,510.0,1.75,2550.0,1.74,5100.0,1.72,10100.0,1.7,,,,,,,,,,
22901-102,22901-102,22901,,,Rosa,#F4007E,,,102,22901_102.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-103,22901-103,22901,,,Preto,#000000,,,103,22901_103.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-104,22901-104,22901,,,Azul,#1F3C75,,,104,22901_104.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-105,22901-105,22901,,,Vermelho,#DD2A34,,,105,22901_105.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-106,22901-106,22901,,,Branco,#FFFFFF,,,106,22901_106.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-108,22901-108,22901,,,Amarelo,#F4E745,,,108,22901_108.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-109,22901-109,22901,,,Verde,#51A637,,,109,22901_109.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-113,22901-113,22901,,,Cinza,#999999,,,113,22901_113.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-114,22901-114,22901,,,Azul royal,#3C53A0,,,114,22901_114.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-119,22901-119,22901,,,Verde claro,#C0E000,,,119,22901_119.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-124,22901-124,22901,,,Azul claro,#58B2FF,,,124,22901_124.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-128,22901-128,22901,,,Laranja,#EF941B,,,128,22901_128.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-131,22901-131,22901,,,Bege,#DDC9AF,,,131,22901_131.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22901-132,22901-132,22901,,,Roxo,#7A138C,,,132,22901_132.jpg,,,1.0,2.65,255.0,2.62,2550.0,2.58,5100.0,2.54,10100.0,2.5,,,,,,,,,,
22902-103,22902-103,22902,,,Preto,#000000,,,103,22902_103.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-104,22902-104,22902,,,Azul,#1F3C75,,,104,22902_104.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-105,22902-105,22902,,,Vermelho,#DD2A34,,,105,22902_105.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-106,22902-106,22902,,,Branco,#FFFFFF,,,106,22902_106.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-108,22902-108,22902,,,Amarelo,#F4E745,,,108,22902_108.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-114,22902-114,22902,,,Azul royal,#3C53A0,,,114,22902_114.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-128,22902-128,22902,,,Laranja,#EF941B,,,128,22902_128.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-131,22902-131,22902,,,Bege,#DDC9AF,,,131,22902_131.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22902-132,22902-132,22902,,,Roxo,#7A138C,,,132,22902_132.jpg,,,1.0,1.35,510.0,1.34,2550.0,1.32,5100.0,1.31,10100.0,1.29,,,,,,,,,,
22903-102,22903-102,22903,,,Rosa,#F4007E,,,102,22903_102.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-103,22903-103,22903,,,Preto,#000000,,,103,22903_103.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-104,22903-104,22903,,,Azul,#1F3C75,,,104,22903_104.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-105,22903-105,22903,,,Vermelho,#DD2A34,,,105,22903_105.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-106,22903-106,22903,,,Branco,#FFFFFF,,,106,22903_106.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-108,22903-108,22903,,,Amarelo,#F4E745,,,108,22903_108.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-114,22903-114,22903,,,Azul royal,#3C53A0,,,114,22903_114.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-119,22903-119,22903,,,Verde claro,#C0E000,,,119,22903_119.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-124,22903-124,22903,,,Azul claro,#58B2FF,,,124,22903_124.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-128,22903-128,22903,,,Laranja,#EF941B,,,128,22903_128.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22903-131,22903-131,22903,,,Bege,#DDC9AF,,,131,22903_131.jpg,,,1.0,1.1,1050.0,1.08,2550.0,1.07,5100.0,1.06,10100.0,1.05,,,,,,,,,,
22904-102,22904-102,22904,,,Rosa,#F4007E,,,102,22904_102.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-103,22904-103,22904,,,Preto,#000000,,,103,22904_103.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-104,22904-104,22904,,,Azul,#1F3C75,,,104,22904_104.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-105,22904-105,22904,,,Vermelho,#DD2A34,,,105,22904_105.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-106,22904-106,22904,,,Branco,#FFFFFF,,,106,22904_106.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-108,22904-108,22904,,,Amarelo,#F4E745,,,108,22904_108.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-114,22904-114,22904,,,Azul royal,#3C53A0,,,114,22904_114.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-119,22904-119,22904,,,Verde claro,#C0E000,,,119,22904_119.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-124,22904-124,22904,,,Azul claro,#58B2FF,,,124,22904_124.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-128,22904-128,22904,,,Laranja,#EF941B,,,128,22904_128.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-131,22904-131,22904,,,Bege,#DDC9AF,,,131,22904_131.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22904-132,22904-132,22904,,,Roxo,#7A138C,,,132,22904_132.jpg,,,1.0,1.3,510.0,1.27,2550.0,1.26,5100.0,1.25,10100.0,1.24,,,,,,,,,,
22905-103,22905-103,22905,,,Preto,#000000,,,103,22905_103.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22905-104,22905-104,22905,,,Azul,#1F3C75,,,104,22905_104.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22905-105,22905-105,22905,,,Vermelho,#DD2A34,,,105,22905_105.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22905-106,22905-106,22905,,,Branco,#FFFFFF,,,106,22905_106.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22905-119,22905-119,22905,,,Verde claro,#C0E000,,,119,22905_119.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22906-103,22906-103,22906,,,Preto,#000000,,,103,22906_103.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22906-104,22906-104,22906,,,Azul,#1F3C75,,,104,22906_104.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22906-105,22906-105,22906,,,Vermelho,#DD2A34,,,105,22906_105.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22906-119,22906-119,22906,,,Verde claro,#C0E000,,,119,22906_119.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22906-124,22906-124,22906,,,Azul claro,#58B2FF,,,124,22906_124.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22906-128,22906-128,22906,,,Laranja,#EF941B,,,128,22906_128.jpg,,,1.0,2.05,510.0,2.01,2550.0,1.99,5100.0,1.97,10100.0,1.95,,,,,,,,,,
22907-103,22907-103,22907,,,Preto,#000000,,,103,22907_103.jpg,,,1.0,1.99,510.0,1.95,2550.0,1.93,5100.0,1.91,10100.0,1.89,,,,,,,,,,
22907-104,22907-104,22907,,,Azul,#1F3C75,,,104,22907_104.jpg,,,1.0,1.99,510.0,1.95,2550.0,1.93,5100.0,1.91,10100.0,1.89,,,,,,,,,,
22907-105,22907-105,22907,,,Vermelho,#DD2A34,,,105,22907_105.jpg,,,1.0,1.99,510.0,1.95,2550.0,1.93,5100.0,1.91,10100.0,1.89,,,,,,,,,,
22907-106,22907-106,22907,,,Branco,#FFFFFF,,,106,22907_106.jpg,,,1.0,1.99,510.0,1.95,2550.0,1.93,5100.0,1.91,10100.0,1.89,,,,,,,,,,
28024-137,28024-137,28024,,,Dourado satinado,#bf9323,,,137,28024_137.jpg,,,,,,,,,,,,,,,,,,,,,,
28040-124,28040-124,28040,,400 mL,Azul claro,#58B2FF,,,124,28040_124.jpg,,1.791,1.0,1.791,,,,,,,,,,,,,,,,,,
28046-119,28046-119,28046,,,Verde claro,#C0E000,,,119,28046_119.jpg,,2.5,1.0,2.5,,,,,,,,,,,,,,,,,,
28048-105,28048-105,28048,,,Vermelho,#DD2A34,,,105,28048_105.jpg,,1.4,1.0,1.4,,,,,,,,,,,,,,,,,,
30500-102-G,30500-102-G,30500,G,,Rosa,#F4007E,,,102,30500_102-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-102-GG,30500-102-GG,30500,GG,,Rosa,#F4007E,,,102,30500_102-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-102-M,30500-102-M,30500,M,,Rosa,#F4007E,,,102,30500_102-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-102-P,30500-102-P,30500,P,,Rosa,#F4007E,,,102,30500_102-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-102-XGG,30500-102-XGG,30500,XGG,,Rosa,#F4007E,,,102,30500_102-a.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-103-G,30500-103-G,30500,G,,Preto,#000000,,,103,30500_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-103-GG,30500-103-GG,30500,GG,,Preto,#000000,,,103,30500_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-103-M,30500-103-M,30500,M,,Preto,#000000,,,103,30500_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-103-P,30500-103-P,30500,P,,Preto,#000000,,,103,30500_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-103-XGG,30500-103-XGG,30500,XGG,,Preto,#000000,,,103,30500_103.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-104-G,30500-104-G,30500,G,,Azul,#1F3C75,,,104,30500_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-104-GG,30500-104-GG,30500,GG,,Azul,#1F3C75,,,104,30500_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-104-M,30500-104-M,30500,M,,Azul,#1F3C75,,,104,30500_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-104-P,30500-104-P,30500,P,,Azul,#1F3C75,,,104,30500_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-104-XGG,30500-104-XGG,30500,XGG,,Azul,#1F3C75,,,104,30500_104.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-105-G,30500-105-G,30500,G,,Vermelho,#DD2A34,,,105,30500_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-105-GG,30500-105-GG,30500,GG,,Vermelho,#DD2A34,,,105,30500_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-105-M,30500-105-M,30500,M,,Vermelho,#DD2A34,,,105,30500_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-105-P,30500-105-P,30500,P,,Vermelho,#DD2A34,,,105,30500_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-105-XGG,30500-105-XGG,30500,XGG,,Vermelho,#DD2A34,,,105,30500_105.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-108-G,30500-108-G,30500,G,,Amarelo,#F4E745,,,108,30500_108.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-108-GG,30500-108-GG,30500,GG,,Amarelo,#F4E745,,,108,30500_108.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-108-M,30500-108-M,30500,M,,Amarelo,#F4E745,,,108,30500_108.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-108-P,30500-108-P,30500,P,,Amarelo,#F4E745,,,108,30500_108.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-108-XGG,30500-108-XGG,30500,XGG,,Amarelo,#F4E745,,,108,30500_108.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-109-G,30500-109-G,30500,G,,Verde,#51A637,,,109,30500_109.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-109-GG,30500-109-GG,30500,GG,,Verde,#51A637,,,109,30500_109.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-109-M,30500-109-M,30500,M,,Verde,#51A637,,,109,30500_109.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-109-P,30500-109-P,30500,P,,Verde,#51A637,,,109,30500_109.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-109-XGG,30500-109-XGG,30500,XGG,,Verde,#51A637,,,109,30500_109.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-112-G,30500-112-G,30500,G,,Rosa claro,#EC86A8,,,112,30500_112.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-112-GG,30500-112-GG,30500,GG,,Rosa claro,#EC86A8,,,112,30500_112.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-112-M,30500-112-M,30500,M,,Rosa claro,#EC86A8,,,112,30500_112.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-112-P,30500-112-P,30500,P,,Rosa claro,#EC86A8,,,112,30500_112.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-112-XGG,30500-112-XGG,30500,XGG,,Rosa claro,#EC86A8,,,112,30500_112.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-113-G,30500-113-G,30500,G,,Cinza,#999999,,,113,30500_113.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-113-GG,30500-113-GG,30500,GG,,Cinza,#999999,,,113,30500_113.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-113-M,30500-113-M,30500,M,,Cinza,#999999,,,113,30500_113.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-113-P,30500-113-P,30500,P,,Cinza,#999999,,,113,30500_113.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-113-XGG,30500-113-XGG,30500,XGG,,Cinza,#999999,,,113,30500_113.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-114-G,30500-114-G,30500,G,,Azul royal,#3C53A0,,,114,30500_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-114-GG,30500-114-GG,30500,GG,,Azul royal,#3C53A0,,,114,30500_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-114-M,30500-114-M,30500,M,,Azul royal,#3C53A0,,,114,30500_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-114-P,30500-114-P,30500,P,,Azul royal,#3C53A0,,,114,30500_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-114-XGG,30500-114-XGG,30500,XGG,,Azul royal,#3C53A0,,,114,30500_114.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-115-G,30500-115-G,30500,G,,Bordô,#801710,,,115,30500_115.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
30500-115-GG,30500-115-GG,30500,GG,,Bordô,#801710,,,115,30500_115.jpg,,,1.0,21.5,50.0,21.07,255.0,20.75,510.0,20.43,1050.0,19.9,,,,,,,,,,
